OrderID,Date,Month,Region,Country,SalesRep,Product,Category,Units,UnitPrice,Revenue,Cost,Profit
SO-2025-04197,2025-06-24,2025-06,North America,United States,Sofia Ramirez,Laptop Air 13,Hardware,1,850.5,850.5,700.0,150.5
SO-2025-01244,2025-06-24,2025-06,North America,United States,Ava Thompson,Noise-Cancel Headset,Accessories,8,194.4,1555.2,944.0,611.2
SO-2025-01744,2025-06-24,2025-06,APAC,Australia,Haruto Sato,Wireless Mouse,Accessories,5,55.25,276.25,120.0,156.25
SO-2025-04834,2025-06-24,2025-06,APAC,Japan,Chloe Wong,Wireless Mouse,Accessories,1,59.15,59.15,24.0,35.15
SO-2025-03022,2025-06-24,2025-06,Europe,Spain,Emma Laurent,UltraWide Monitor 34,Hardware,1,527.0,527.0,410.0,117.0
SO-2025-02065,2025-06-24,2025-06,North America,United States,Liam Chen,Mechanical Keyboard,Accessories,9,111.8,1006.2,558.0,448.2
SO-2025-01115,2025-06-24,2025-06,North America,United States,Ava Thompson,Analytics Add-on,Software,10,409.5,4095.0,700.0,3395.0
SO-2025-02670,2025-06-24,2025-06,LATAM,Brazil,Diego Fernandez,Mechanical Keyboard,Accessories,2,122.2,244.4,124.0,120.4
SO-2025-00438,2025-06-24,2025-06,Europe,Germany,Emma Laurent,Wireless Mouse,Accessories,7,60.45,423.15,168.0,255.15
SO-2025-01275,2025-06-24,2025-06,APAC,India,Haruto Sato,Security Suite,Software,3,630.0,1890.0,330.0,1560.0
SO-2025-05778,2025-06-24,2025-06,Europe,United Kingdom,Emma Laurent,Security Suite,Software,20,574.0,11480.0,2200.0,9280.0
SO-2025-04070,2025-06-24,2025-06,North America,Mexico,Sofia Ramirez,Noise-Cancel Headset,Accessories,9,211.2,1900.8,1062.0,838.8
SO-2025-03920,2025-06-24,2025-06,Europe,United Kingdom,Oliver Smith,Noise-Cancel Headset,Accessories,9,208.8,1879.2,1062.0,817.2
SO-2025-00378,2025-06-24,2025-06,APAC,Japan,Priya Nair,Mechanical Keyboard,Accessories,5,126.1,630.5,310.0,320.5
SO-2025-03805,2025-06-24,2025-06,Europe,United Kingdom,Emma Laurent,Wireless Mouse,Accessories,8,55.9,447.2,192.0,255.2
SO-2025-05703,2025-06-24,2025-06,Europe,France,Noah Muller,UltraWide Monitor 34,Hardware,3,607.6,1822.8,1230.0,592.8
SO-2025-05721,2025-06-24,2025-06,APAC,Japan,Haruto Sato,Laptop Air 13,Hardware,2,976.5,1953.0,1400.0,553.0
SO-2025-00707,2025-06-25,2025-06,North America,Mexico,Liam Chen,CRM Suite (annual),Software,13,792.0,10296.0,1820.0,8476.0
SO-2025-02644,2025-06-25,2025-06,Europe,France,Emma Laurent,UltraWide Monitor 34,Hardware,1,601.4,601.4,410.0,191.4
SO-2025-05902,2025-06-25,2025-06,Europe,Spain,Noah Muller,USB-C Dock,Accessories,10,169.2,1692.0,880.0,812.0
SO-2025-01911,2025-06-25,2025-06,North America,Canada,Liam Chen,USB-C Dock,Accessories,5,151.2,756.0,440.0,316.0
SO-2025-05246,2025-06-25,2025-06,North America,Mexico,Liam Chen,Laptop Air 13,Hardware,4,945.0,3780.0,2800.0,980.0
SO-2025-05756,2025-06-25,2025-06,North America,United States,Sofia Ramirez,USB-C Dock,Accessories,2,147.6,295.2,176.0,119.2
SO-2025-01897,2025-06-25,2025-06,North America,Canada,Sofia Ramirez,Laptop Pro 15,Hardware,4,1261.5,5046.0,3920.0,1126.0
SO-2025-05882,2025-06-25,2025-06,APAC,Japan,Priya Nair,Laptop Pro 15,Hardware,2,1189.0,2378.0,1960.0,418.0
SO-2025-02361,2025-06-25,2025-06,Europe,United Kingdom,Noah Muller,USB-C Dock,Accessories,8,156.6,1252.8,704.0,548.8
SO-2025-00685,2025-06-25,2025-06,APAC,Japan,Haruto Sato,CRM Suite (annual),Software,8,729.0,5832.0,1120.0,4712.0
SO-2025-02980,2025-06-25,2025-06,APAC,India,Priya Nair,Laptop Air 13,Hardware,4,1008.0,4032.0,2800.0,1232.0
SO-2025-04549,2025-06-25,2025-06,Europe,United Kingdom,Noah Muller,Laptop Air 13,Hardware,2,1018.5,2037.0,1400.0,637.0
SO-2025-00255,2025-06-25,2025-06,Europe,Spain,Oliver Smith,CRM Suite (annual),Software,23,873.0,20079.0,3220.0,16859.0
SO-2025-05254,2025-06-25,2025-06,Europe,Spain,Emma Laurent,Security Suite,Software,23,700.0,16100.0,2530.0,13570.0
SO-2025-00325,2025-06-26,2025-06,Europe,Spain,Emma Laurent,Mechanical Keyboard,Accessories,2,130.0,260.0,124.0,136.0
SO-2025-04558,2025-06-26,2025-06,Europe,United Kingdom,Oliver Smith,CRM Suite (annual),Software,16,819.0,13104.0,2240.0,10864.0
SO-2025-04351,2025-06-26,2025-06,APAC,Singapore,Priya Nair,Laptop Air 13,Hardware,2,840.0,1680.0,1400.0,280.0
SO-2025-05237,2025-06-26,2025-06,Europe,Germany,Oliver Smith,Analytics Add-on,Software,18,364.5,6561.0,1260.0,5301.0
SO-2025-02695,2025-06-26,2025-06,APAC,Australia,Haruto Sato,Analytics Add-on,Software,14,369.0,5166.0,980.0,4186.0
SO-2025-05287,2025-06-26,2025-06,LATAM,Chile,Diego Fernandez,CRM Suite (annual),Software,21,765.0,16065.0,2940.0,13125.0
SO-2025-03848,2025-06-26,2025-06,Europe,United Kingdom,Emma Laurent,USB-C Dock,Accessories,5,154.8,774.0,440.0,334.0
SO-2025-05166,2025-06-26,2025-06,North America,United States,Sofia Ramirez,Wireless Mouse,Accessories,4,55.9,223.6,96.0,127.6
SO-2025-05635,2025-06-26,2025-06,Europe,Spain,Oliver Smith,Security Suite,Software,25,693.0,17325.0,2750.0,14575.0
SO-2025-03123,2025-06-26,2025-06,Europe,Germany,Emma Laurent,USB-C Dock,Accessories,1,163.8,163.8,88.0,75.8
SO-2025-02072,2025-06-26,2025-06,Europe,Spain,Noah Muller,Laptop Air 13,Hardware,4,892.5,3570.0,2800.0,770.0
SO-2025-01614,2025-06-26,2025-06,North America,Canada,Ava Thompson,USB-C Dock,Accessories,7,154.8,1083.6,616.0,467.6
SO-2025-03637,2025-06-27,2025-06,North America,Canada,Sofia Ramirez,Mechanical Keyboard,Accessories,6,127.4,764.4,372.0,392.4
SO-2025-04460,2025-06-27,2025-06,LATAM,Argentina,Camila Rojas,CRM Suite (annual),Software,1,846.0,846.0,140.0,706.0
SO-2025-00514,2025-06-27,2025-06,North America,Canada,Liam Chen,Analytics Add-on,Software,15,441.0,6615.0,1050.0,5565.0
SO-2025-02092,2025-06-27,2025-06,Europe,France,Noah Muller,Wireless Mouse,Accessories,10,59.8,598.0,240.0,358.0
SO-2025-00322,2025-06-27,2025-06,North America,Mexico,Sofia Ramirez,Security Suite,Software,13,567.0,7371.0,1430.0,5941.0
SO-2025-02635,2025-06-27,2025-06,Europe,United Kingdom,Noah Muller,USB-C Dock,Accessories,6,154.8,928.8,528.0,400.8
SO-2025-00333,2025-06-27,2025-06,APAC,Australia,Priya Nair,Mechanical Keyboard,Accessories,4,117.0,468.0,248.0,220.0
SO-2025-04681,2025-06-27,2025-06,North America,United States,Ava Thompson,Laptop Pro 15,Hardware,2,1363.0,2726.0,1960.0,766.0
SO-2025-03495,2025-06-27,2025-06,APAC,India,Chloe Wong,Wireless Mouse,Accessories,1,56.55,56.55,24.0,32.55
SO-2025-01168,2025-06-27,2025-06,North America,United States,Ava Thompson,CRM Suite (annual),Software,25,864.0,21600.0,3500.0,18100.0
SO-2025-00439,2025-06-27,2025-06,Europe,Germany,Noah Muller,Wireless Mouse,Accessories,1,61.1,61.1,24.0,37.1
SO-2025-04874,2025-06-27,2025-06,North America,Mexico,Liam Chen,Wireless Mouse,Accessories,3,63.05,189.15,72.0,117.15
SO-2025-04400,2025-06-27,2025-06,Europe,Spain,Oliver Smith,Mechanical Keyboard,Accessories,3,128.7,386.1,186.0,200.1
SO-2025-03112,2025-06-27,2025-06,North America,Mexico,Sofia Ramirez,Laptop Air 13,Hardware,2,924.0,1848.0,1400.0,448.0
SO-2025-05154,2025-06-27,2025-06,LATAM,Chile,Mateo Silva,CRM Suite (annual),Software,17,837.0,14229.0,2380.0,11849.0
SO-2025-01377,2025-06-27,2025-06,North America,United States,Ava Thompson,Analytics Add-on,Software,16,445.5,7128.0,1120.0,6008.0
SO-2025-02295,2025-06-27,2025-06,APAC,Singapore,Haruto Sato,Laptop Air 13,Hardware,2,955.5,1911.0,1400.0,511.0
SO-2025-02586,2025-06-27,2025-06,APAC,India,Haruto Sato,Mechanical Keyboard,Accessories,1,106.6,106.6,62.0,44.6
SO-2025-00639,2025-06-28,2025-06,North America,United States,Liam Chen,Laptop Air 13,Hardware,4,924.0,3696.0,2800.0,896.0
SO-2025-00074,2025-06-28,2025-06,Europe,United Kingdom,Emma Laurent,Mechanical Keyboard,Accessories,4,118.3,473.2,248.0,225.2
SO-2025-00704,2025-06-28,2025-06,Europe,Spain,Noah Muller,Laptop Air 13,Hardware,2,1039.5,2079.0,1400.0,679.0
SO-2025-05727,2025-06-28,2025-06,APAC,Singapore,Haruto Sato,Laptop Air 13,Hardware,3,997.5,2992.5,2100.0,892.5
SO-2025-05361,2025-06-28,2025-06,LATAM,Argentina,Camila Rojas,Wireless Mouse,Accessories,5,61.75,308.75,120.0,188.75
SO-2025-05007,2025-06-28,2025-06,APAC,Singapore,Haruto Sato,Mechanical Keyboard,Accessories,1,127.4,127.4,62.0,65.4
SO-2025-03323,2025-06-28,2025-06,Europe,United Kingdom,Noah Muller,USB-C Dock,Accessories,2,178.2,356.4,176.0,180.4
SO-2025-03748,2025-06-28,2025-06,North America,Mexico,Liam Chen,Noise-Cancel Headset,Accessories,3,216.0,648.0,354.0,294.0
SO-2025-01791,2025-06-28,2025-06,APAC,Australia,Chloe Wong,Laptop Air 13,Hardware,4,1039.5,4158.0,2800.0,1358.0
SO-2025-04184,2025-06-28,2025-06,APAC,Singapore,Haruto Sato,Wireless Mouse,Accessories,9,55.9,503.1,216.0,287.1
SO-2025-02866,2025-06-28,2025-06,APAC,India,Priya Nair,Wireless Mouse,Accessories,2,56.55,113.1,48.0,65.1
SO-2025-01664,2025-06-28,2025-06,LATAM,Chile,Mateo Silva,Analytics Add-on,Software,16,432.0,6912.0,1120.0,5792.0
SO-2025-05677,2025-06-28,2025-06,APAC,Australia,Chloe Wong,Mechanical Keyboard,Accessories,10,105.3,1053.0,620.0,433.0
SO-2025-01997,2025-06-28,2025-06,LATAM,Brazil,Camila Rojas,Mechanical Keyboard,Accessories,9,128.7,1158.3,558.0,600.3
SO-2025-04616,2025-06-28,2025-06,North America,Mexico,Sofia Ramirez,Mechanical Keyboard,Accessories,3,113.1,339.3,186.0,153.3
SO-2025-01986,2025-06-28,2025-06,Europe,Spain,Emma Laurent,UltraWide Monitor 34,Hardware,1,514.6,514.6,410.0,104.6
SO-2025-00451,2025-06-28,2025-06,APAC,Australia,Haruto Sato,Security Suite,Software,15,679.0,10185.0,1650.0,8535.0
SO-2025-04438,2025-06-28,2025-06,LATAM,Argentina,Camila Rojas,Laptop Pro 15,Hardware,4,1334.0,5336.0,3920.0,1416.0
SO-2025-00626,2025-06-28,2025-06,LATAM,Chile,Diego Fernandez,USB-C Dock,Accessories,8,165.6,1324.8,704.0,620.8
SO-2025-01424,2025-06-29,2025-06,APAC,Japan,Haruto Sato,USB-C Dock,Accessories,6,162.0,972.0,528.0,444.0
SO-2025-03530,2025-06-29,2025-06,North America,Canada,Ava Thompson,USB-C Dock,Accessories,9,176.4,1587.6,792.0,795.6
SO-2025-02669,2025-06-29,2025-06,Europe,United Kingdom,Noah Muller,Analytics Add-on,Software,5,445.5,2227.5,350.0,1877.5
SO-2025-05652,2025-06-29,2025-06,North America,Mexico,Ava Thompson,Noise-Cancel Headset,Accessories,10,194.4,1944.0,1180.0,764.0
SO-2025-05017,2025-06-29,2025-06,APAC,Singapore,Chloe Wong,CRM Suite (annual),Software,17,873.0,14841.0,2380.0,12461.0
SO-2025-04590,2025-06-29,2025-06,Europe,France,Emma Laurent,USB-C Dock,Accessories,7,153.0,1071.0,616.0,455.0
SO-2025-05630,2025-06-29,2025-06,LATAM,Chile,Mateo Silva,Noise-Cancel Headset,Accessories,5,213.6,1068.0,590.0,478.0
SO-2025-02824,2025-06-29,2025-06,LATAM,Chile,Diego Fernandez,Wireless Mouse,Accessories,4,59.15,236.6,96.0,140.6
SO-2025-01055,2025-06-29,2025-06,APAC,Singapore,Priya Nair,USB-C Dock,Accessories,2,160.2,320.4,176.0,144.4
SO-2025-01695,2025-06-29,2025-06,North America,Canada,Liam Chen,UltraWide Monitor 34,Hardware,3,576.6,1729.8,1230.0,499.8
SO-2025-01501,2025-06-29,2025-06,Europe,United Kingdom,Emma Laurent,USB-C Dock,Accessories,2,147.6,295.2,176.0,119.2
SO-2025-01164,2025-06-29,2025-06,LATAM,Brazil,Mateo Silva,Noise-Cancel Headset,Accessories,6,201.6,1209.6,708.0,501.6
SO-2025-01173,2025-06-29,2025-06,North America,Canada,Ava Thompson,Security Suite,Software,22,644.0,14168.0,2420.0,11748.0
SO-2025-04245,2025-06-29,2025-06,Europe,Spain,Emma Laurent,Mechanical Keyboard,Accessories,9,111.8,1006.2,558.0,448.2
SO-2025-04086,2025-06-29,2025-06,LATAM,Chile,Mateo Silva,Mechanical Keyboard,Accessories,1,113.1,113.1,62.0,51.1
SO-2025-03016,2025-06-29,2025-06,APAC,India,Haruto Sato,Noise-Cancel Headset,Accessories,9,218.4,1965.6,1062.0,903.6
SO-2025-03819,2025-06-29,2025-06,APAC,Japan,Priya Nair,Mechanical Keyboard,Accessories,5,119.6,598.0,310.0,288.0
SO-2025-04535,2025-06-29,2025-06,North America,Mexico,Ava Thompson,Wireless Mouse,Accessories,3,62.4,187.2,72.0,115.2
SO-2025-00200,2025-06-30,2025-06,North America,Canada,Liam Chen,Security Suite,Software,14,693.0,9702.0,1540.0,8162.0
SO-2025-05399,2025-06-30,2025-06,Europe,France,Noah Muller,Mechanical Keyboard,Accessories,5,117.0,585.0,310.0,275.0
SO-2025-04297,2025-06-30,2025-06,APAC,Australia,Chloe Wong,Security Suite,Software,19,609.0,11571.0,2090.0,9481.0
SO-2025-03359,2025-06-30,2025-06,North America,Mexico,Sofia Ramirez,Laptop Pro 15,Hardware,1,1406.5,1406.5,980.0,426.5
SO-2025-04105,2025-06-30,2025-06,Europe,Germany,Oliver Smith,Laptop Air 13,Hardware,1,934.5,934.5,700.0,234.5
SO-2025-00878,2025-06-30,2025-06,LATAM,Brazil,Mateo Silva,Laptop Air 13,Hardware,2,871.5,1743.0,1400.0,343.0
SO-2025-01757,2025-06-30,2025-06,North America,Mexico,Ava Thompson,Laptop Pro 15,Hardware,3,1421.0,4263.0,2940.0,1323.0
SO-2025-05074,2025-06-30,2025-06,Europe,France,Emma Laurent,CRM Suite (annual),Software,4,774.0,3096.0,560.0,2536.0
SO-2025-00769,2025-06-30,2025-06,North America,Canada,Ava Thompson,Mechanical Keyboard,Accessories,3,126.1,378.3,186.0,192.3
SO-2025-00699,2025-06-30,2025-06,LATAM,Brazil,Diego Fernandez,Security Suite,Software,6,658.0,3948.0,660.0,3288.0
SO-2025-04171,2025-06-30,2025-06,North America,United States,Ava Thompson,UltraWide Monitor 34,Hardware,4,502.2,2008.8,1640.0,368.8
SO-2025-03290,2025-06-30,2025-06,Europe,France,Noah Muller,Mechanical Keyboard,Accessories,2,126.1,252.2,124.0,128.2
SO-2025-03661,2025-07-01,2025-07,North America,United States,Ava Thompson,Security Suite,Software,16,644.0,10304.0,1760.0,8544.0
SO-2025-01610,2025-07-01,2025-07,Europe,Spain,Noah Muller,Noise-Cancel Headset,Accessories,3,216.0,648.0,354.0,294.0
SO-2025-00635,2025-07-01,2025-07,APAC,Singapore,Priya Nair,Mechanical Keyboard,Accessories,7,109.2,764.4,434.0,330.4
SO-2025-02744,2025-07-01,2025-07,North America,United States,Sofia Ramirez,UltraWide Monitor 34,Hardware,1,514.6,514.6,410.0,104.6
SO-2025-02747,2025-07-01,2025-07,North America,Mexico,Liam Chen,Laptop Air 13,Hardware,1,987.0,987.0,700.0,287.0
SO-2025-03046,2025-07-01,2025-07,North America,United States,Sofia Ramirez,CRM Suite (annual),Software,22,729.0,16038.0,3080.0,12958.0
SO-2025-04467,2025-07-01,2025-07,North America,Mexico,Liam Chen,Mechanical Keyboard,Accessories,10,127.4,1274.0,620.0,654.0
SO-2025-04755,2025-07-01,2025-07,LATAM,Chile,Camila Rojas,UltraWide Monitor 34,Hardware,2,582.8,1165.6,820.0,345.6
SO-2025-01339,2025-07-01,2025-07,LATAM,Brazil,Diego Fernandez,Wireless Mouse,Accessories,10,63.7,637.0,240.0,397.0
SO-2025-03152,2025-07-01,2025-07,Europe,Spain,Emma Laurent,Analytics Add-on,Software,12,405.0,4860.0,840.0,4020.0
SO-2025-02032,2025-07-01,2025-07,North America,Canada,Ava Thompson,Mechanical Keyboard,Accessories,8,106.6,852.8,496.0,356.8
SO-2025-05827,2025-07-01,2025-07,Europe,Germany,Noah Muller,Security Suite,Software,8,616.0,4928.0,880.0,4048.0
SO-2025-05741,2025-07-01,2025-07,Europe,Germany,Emma Laurent,Mechanical Keyboard,Accessories,7,126.1,882.7,434.0,448.7
SO-2025-01577,2025-07-01,2025-07,Europe,United Kingdom,Oliver Smith,UltraWide Monitor 34,Hardware,4,570.4,2281.6,1640.0,641.6
SO-2025-00816,2025-07-01,2025-07,North America,United States,Sofia Ramirez,Noise-Cancel Headset,Accessories,5,220.8,1104.0,590.0,514.0
SO-2025-03266,2025-07-02,2025-07,Europe,Spain,Oliver Smith,USB-C Dock,Accessories,7,169.2,1184.4,616.0,568.4
SO-2025-04927,2025-07-02,2025-07,APAC,India,Priya Nair,Laptop Air 13,Hardware,2,997.5,1995.0,1400.0,595.0
SO-2025-02391,2025-07-02,2025-07,North America,Mexico,Sofia Ramirez,USB-C Dock,Accessories,3,169.2,507.6,264.0,243.6
SO-2025-05383,2025-07-02,2025-07,LATAM,Argentina,Camila Rojas,Wireless Mouse,Accessories,5,54.6,273.0,120.0,153.0
SO-2025-02599,2025-07-02,2025-07,Europe,Spain,Noah Muller,Laptop Pro 15,Hardware,4,1305.0,5220.0,3920.0,1300.0
SO-2025-02330,2025-07-02,2025-07,North America,Mexico,Liam Chen,USB-C Dock,Accessories,2,163.8,327.6,176.0,151.6
SO-2025-05100,2025-07-02,2025-07,APAC,India,Haruto Sato,Analytics Add-on,Software,16,418.5,6696.0,1120.0,5576.0
SO-2025-04888,2025-07-02,2025-07,APAC,Japan,Priya Nair,Laptop Pro 15,Hardware,1,1392.0,1392.0,980.0,412.0
SO-2025-04581,2025-07-02,2025-07,North America,United States,Sofia Ramirez,Laptop Pro 15,Hardware,3,1348.5,4045.5,2940.0,1105.5
SO-2025-01814,2025-07-02,2025-07,Europe,United Kingdom,Noah Muller,UltraWide Monitor 34,Hardware,4,595.2,2380.8,1640.0,740.8
SO-2025-04646,2025-07-02,2025-07,Europe,United Kingdom,Oliver Smith,Analytics Add-on,Software,13,396.0,5148.0,910.0,4238.0
SO-2025-01595,2025-07-02,2025-07,LATAM,Chile,Diego Fernandez,Noise-Cancel Headset,Accessories,8,232.8,1862.4,944.0,918.4
SO-2025-05083,2025-07-02,2025-07,North America,United States,Liam Chen,USB-C Dock,Accessories,3,172.8,518.4,264.0,254.4
SO-2025-01619,2025-07-02,2025-07,North America,Canada,Liam Chen,Mechanical Keyboard,Accessories,10,111.8,1118.0,620.0,498.0
SO-2025-04489,2025-07-02,2025-07,Europe,United Kingdom,Oliver Smith,Analytics Add-on,Software,11,441.0,4851.0,770.0,4081.0
SO-2025-02101,2025-07-02,2025-07,APAC,Japan,Chloe Wong,Wireless Mouse,Accessories,5,62.4,312.0,120.0,192.0
SO-2025-02360,2025-07-03,2025-07,APAC,Australia,Haruto Sato,Wireless Mouse,Accessories,2,61.1,122.2,48.0,74.2
SO-2025-03607,2025-07-03,2025-07,APAC,Australia,Chloe Wong,Wireless Mouse,Accessories,7,59.15,414.05,168.0,246.05
SO-2025-01007,2025-07-03,2025-07,North America,Mexico,Liam Chen,Mechanical Keyboard,Accessories,4,126.1,504.4,248.0,256.4
SO-2025-00977,2025-07-03,2025-07,LATAM,Argentina,Camila Rojas,Laptop Air 13,Hardware,2,903.0,1806.0,1400.0,406.0
SO-2025-01010,2025-07-03,2025-07,North America,Canada,Liam Chen,Security Suite,Software,6,637.0,3822.0,660.0,3162.0
SO-2025-03590,2025-07-03,2025-07,Europe,Germany,Oliver Smith,Analytics Add-on,Software,23,396.0,9108.0,1610.0,7498.0
SO-2025-01240,2025-07-03,2025-07,Europe,Germany,Emma Laurent,Laptop Air 13,Hardware,4,1050.0,4200.0,2800.0,1400.0
SO-2025-05315,2025-07-03,2025-07,Europe,United Kingdom,Emma Laurent,Laptop Air 13,Hardware,3,976.5,2929.5,2100.0,829.5
SO-2025-02024,2025-07-03,2025-07,Europe,France,Oliver Smith,CRM Suite (annual),Software,12,747.0,8964.0,1680.0,7284.0
SO-2025-04357,2025-07-03,2025-07,North America,Mexico,Ava Thompson,UltraWide Monitor 34,Hardware,3,570.4,1711.2,1230.0,481.2
SO-2025-00021,2025-07-03,2025-07,LATAM,Chile,Mateo Silva,Laptop Air 13,Hardware,4,850.5,3402.0,2800.0,602.0
SO-2025-02600,2025-07-03,2025-07,APAC,Australia,Haruto Sato,Wireless Mouse,Accessories,7,56.55,395.85,168.0,227.85
SO-2025-05374,2025-07-03,2025-07,APAC,Japan,Chloe Wong,UltraWide Monitor 34,Hardware,3,613.8,1841.4,1230.0,611.4
SO-2025-01646,2025-07-03,2025-07,LATAM,Brazil,Diego Fernandez,Noise-Cancel Headset,Accessories,7,213.6,1495.2,826.0,669.2
SO-2025-04555,2025-07-03,2025-07,North America,United States,Sofia Ramirez,CRM Suite (annual),Software,14,846.0,11844.0,1960.0,9884.0
SO-2025-01862,2025-07-03,2025-07,North America,United States,Liam Chen,Laptop Air 13,Hardware,2,903.0,1806.0,1400.0,406.0
SO-2025-03391,2025-07-03,2025-07,North America,United States,Sofia Ramirez,Mechanical Keyboard,Accessories,1,128.7,128.7,62.0,66.7
SO-2025-05450,2025-07-04,2025-07,APAC,Singapore,Chloe Wong,Security Suite,Software,4,672.0,2688.0,440.0,2248.0
SO-2025-04639,2025-07-04,2025-07,North America,United States,Liam Chen,USB-C Dock,Accessories,10,172.8,1728.0,880.0,848.0
SO-2025-03937,2025-07-04,2025-07,North America,Canada,Liam Chen,Wireless Mouse,Accessories,6,56.55,339.3,144.0,195.3
SO-2025-00144,2025-07-04,2025-07,North America,Mexico,Ava Thompson,Wireless Mouse,Accessories,6,56.55,339.3,144.0,195.3
SO-2025-01471,2025-07-04,2025-07,Europe,United Kingdom,Emma Laurent,Security Suite,Software,7,630.0,4410.0,770.0,3640.0
SO-2025-03992,2025-07-04,2025-07,LATAM,Brazil,Diego Fernandez,Analytics Add-on,Software,25,409.5,10237.5,1750.0,8487.5
SO-2025-00463,2025-07-05,2025-07,APAC,Japan,Haruto Sato,Laptop Air 13,Hardware,2,871.5,1743.0,1400.0,343.0
SO-2025-01338,2025-07-05,2025-07,Europe,France,Noah Muller,Analytics Add-on,Software,22,414.0,9108.0,1540.0,7568.0
SO-2025-05954,2025-07-05,2025-07,APAC,Australia,Haruto Sato,Noise-Cancel Headset,Accessories,5,223.2,1116.0,590.0,526.0
SO-2025-04722,2025-07-05,2025-07,APAC,Australia,Chloe Wong,UltraWide Monitor 34,Hardware,3,570.4,1711.2,1230.0,481.2
SO-2025-03608,2025-07-05,2025-07,North America,Mexico,Ava Thompson,CRM Suite (annual),Software,1,774.0,774.0,140.0,634.0
SO-2025-03364,2025-07-05,2025-07,North America,Mexico,Liam Chen,Mechanical Keyboard,Accessories,7,114.4,800.8,434.0,366.8
SO-2025-00163,2025-07-05,2025-07,Europe,Germany,Noah Muller,Mechanical Keyboard,Accessories,9,120.9,1088.1,558.0,530.1
SO-2025-02809,2025-07-05,2025-07,North America,Mexico,Ava Thompson,Laptop Pro 15,Hardware,4,1392.0,5568.0,3920.0,1648.0
SO-2025-03694,2025-07-05,2025-07,Europe,Germany,Emma Laurent,Laptop Air 13,Hardware,1,987.0,987.0,700.0,287.0
SO-2025-02969,2025-07-05,2025-07,North America,Mexico,Ava Thompson,Mechanical Keyboard,Accessories,5,107.9,539.5,310.0,229.5
SO-2025-03931,2025-07-05,2025-07,APAC,Australia,Haruto Sato,CRM Suite (annual),Software,18,882.0,15876.0,2520.0,13356.0
SO-2025-04853,2025-07-05,2025-07,Europe,Spain,Noah Muller,Wireless Mouse,Accessories,5,55.25,276.25,120.0,156.25
SO-2025-00231,2025-07-05,2025-07,APAC,Australia,Haruto Sato,Wireless Mouse,Accessories,1,53.95,53.95,24.0,29.95
SO-2025-04311,2025-07-05,2025-07,Europe,France,Emma Laurent,Wireless Mouse,Accessories,8,60.45,483.6,192.0,291.6
SO-2025-05134,2025-07-05,2025-07,North America,United States,Liam Chen,Mechanical Keyboard,Accessories,9,113.1,1017.9,558.0,459.9
SO-2025-02298,2025-07-05,2025-07,North America,Mexico,Ava Thompson,Laptop Air 13,Hardware,3,966.0,2898.0,2100.0,798.0
SO-2025-01094,2025-07-06,2025-07,North America,Canada,Sofia Ramirez,CRM Suite (annual),Software,23,729.0,16767.0,3220.0,13547.0
SO-2025-02648,2025-07-06,2025-07,LATAM,Chile,Mateo Silva,Mechanical Keyboard,Accessories,6,128.7,772.2,372.0,400.2
SO-2025-01985,2025-07-06,2025-07,APAC,Australia,Priya Nair,Laptop Air 13,Hardware,2,913.5,1827.0,1400.0,427.0
SO-2025-02812,2025-07-06,2025-07,North America,Canada,Liam Chen,Analytics Add-on,Software,23,382.5,8797.5,1610.0,7187.5
SO-2025-00580,2025-07-06,2025-07,APAC,India,Priya Nair,USB-C Dock,Accessories,2,171.0,342.0,176.0,166.0
SO-2025-03740,2025-07-06,2025-07,North America,United States,Liam Chen,Analytics Add-on,Software,2,441.0,882.0,140.0,742.0
SO-2025-04979,2025-07-06,2025-07,Europe,Germany,Emma Laurent,Analytics Add-on,Software,24,436.5,10476.0,1680.0,8796.0
SO-2025-00234,2025-07-06,2025-07,Europe,Germany,Noah Muller,Noise-Cancel Headset,Accessories,10,223.2,2232.0,1180.0,1052.0
SO-2025-02779,2025-07-06,2025-07,Europe,Germany,Oliver Smith,USB-C Dock,Accessories,7,165.6,1159.2,616.0,543.2
SO-2025-01920,2025-07-06,2025-07,LATAM,Chile,Mateo Silva,Noise-Cancel Headset,Accessories,5,206.4,1032.0,590.0,442.0
SO-2025-01803,2025-07-06,2025-07,Europe,United Kingdom,Noah Muller,Laptop Air 13,Hardware,2,861.0,1722.0,1400.0,322.0
SO-2025-02661,2025-07-06,2025-07,North America,Canada,Ava Thompson,Laptop Air 13,Hardware,4,1008.0,4032.0,2800.0,1232.0
SO-2025-00018,2025-07-06,2025-07,Europe,United Kingdom,Oliver Smith,Mechanical Keyboard,Accessories,9,114.4,1029.6,558.0,471.6
SO-2025-00457,2025-07-06,2025-07,North America,United States,Sofia Ramirez,Noise-Cancel Headset,Accessories,7,237.6,1663.2,826.0,837.2
SO-2025-04031,2025-07-07,2025-07,APAC,Singapore,Haruto Sato,Security Suite,Software,13,567.0,7371.0,1430.0,5941.0
SO-2025-03236,2025-07-07,2025-07,North America,Canada,Liam Chen,CRM Suite (annual),Software,13,864.0,11232.0,1820.0,9412.0
SO-2025-00033,2025-07-07,2025-07,North America,United States,Sofia Ramirez,CRM Suite (annual),Software,2,765.0,1530.0,280.0,1250.0
SO-2025-04891,2025-07-07,2025-07,APAC,Japan,Haruto Sato,Noise-Cancel Headset,Accessories,10,199.2,1992.0,1180.0,812.0
